0	0	0	0	0
5.80541	-2.5626	-0.00881674	0	0.0162569
2.48886	-3.22404	0	0	-0.900265
0.820102	-0.929378	-0.00558924	-0.683613	-5.05974
0	0.741209	0	0.872131	-4.98168
2.485	4.85359	0	-0.159548	-1.52064
-1.52418	-2.30371	0	-2.95416	-0.60198
-2.59203	2.46129	0	0	0.845018
0	0	0	0	0
0	0	0	0.060397	-5.32631
2.3546	-2.51852	0	0	-0.924988
2.79181	-2.13145	0.127215	4.37826	-5.07147
-1.85003	2.48314	0	0	0.639619
-4.05026	2.89649	0	-3.47712	4.0361
0.141508	-0.423801	-3.07331	0	-1.08729
-1.54893	-1.63693	0	-0.781663	4.98228
0	1.22239	0	2.97113	0.550783
0	0	2.9937	0	1.2683
1.36649	0	0	-0.751608	-3.23508
0	0	0	-1.53599	-0.840224
0	0	0	0	0
1.80631	1.01405	0	-0.402803	0
0	0.904318	0	1.48455	0.183894
0	0	0	0	0
0.297624	-0.824911	0	-2.90437	-0.322771
2.04287	-0.938239	0	-1.6818	-0.913992
0	2.38035	0	1.14156	-0.686118
0	0	0	-0.0139257	4.28407
0	0	0	0	0
0	0	-2.60328	0	-1.10709
-0.456003	0.440378	0	-3.60268	0.499445
0	0	-0.268313	0	3.72366
-2.77557	0	0	0	-2.0434
0.0713947	-0.318584	0	0	-2.05238
1.46247	3.32855	0	0	-1.22616
0	0	0	0	0.0473654
-0.39119	0.394979	0	-3.11779	0.26399
0	-1.51641	0	-2.0607	0
0	0	0	0	0
2.16661	-1.1732	0	2.99117	-3.23738
-2.77185	1.30688	0.102447	0	0
0	0.0509547	0	2.39474	0.435413
-1.6045	1.7821	0	0	0.406662
0.654931	0	0	0	2.44562
0	0	0	0	0
0	-0.237686	0	0	3.13984
0	0.147663	0	-0.014297	-3.21655
1.76638	-1.11457	0	-0.12156	-2.40746
-0.712705	1.56484	0	0	0.785268
-0.395643	0.0788557	0	1.69911	0.487812
0	0	0	0.0179013	0
2.54739	-1.02369	0	0	0
0	0	0	0	0
0	-0.395915	0	-0.92156	0
1.32808	2.42626	0.0676457	0	-1.03598
-2.49499	1.01194	-0.00765874	0	0
0	0	1.81561	0	0.674155
0	0	0	0	0
1.27491	2.10961	0	0	-0.750144
-2.09534	1.05922	0	-0.0280144	0
0.0420773	0	0	0	0
0	-1.66654	0	0	-0.170383
-0.540464	-1.33917	0	1.14422	0.858429
0	0	0	0	0
-0.231839	-0.892659	0	-1.35601	0
0	0	0	0	0.0217064
0	0	0	0	0
-0.256392	0.636772	0	1.68865	0
0.132793	0	-0.109434	-0.18949	2.51418
0	-0.254618	0	-1.21343	-0.688242
-0.846516	0.44623	0	-2.00435	0.865643
-2.06678	1.02756	0	0	0.789476
0.969247	-1.31723	0	0	-0.290094
0	-0.0478435	-1.54063	0.103191	-0.823617
0	0	-0.114748	1.29623	0.750638
-1.07681	-1.77417	-0.0191884	0	0.426291
-0.170564	0.238188	0	0	0
0	-0.951251	0.224787	-1.65822	0
0	0	0	0	2.37827
-2.05863	-0.734613	0	0.143151	2.04149
0	0	0	0	0
-1.16026	-1.72067	0	0	0.609181
0	0	1.49377	0	0.580626
1.03737	-1.07158	0.0884588	0.0080418	-0.376709
-1.04521	0.585557	0	0.880726	0.682027
0	-0.92424	0	0	1.23105
0	-0.856483	0	0	0
0	0	0	0	0
1.07151	1.74392	0	0	-0.751201
0.96444	1.90851	-0.0153651	-0.171522	-0.501108
0	0.423199	0.176733	1.42761	0
0	0.276372	0	0	1.90185
-0.843123	-0.78857	0	0.688985	1.09509
0	0	0	0	0
-0.870755	-2.0011	0	0	0.876757
0	0.163323	-0.155875	1.41951	0.271177
-0.163683	0	0	0	-2.01264
-0.282917	0.275705	0	1.328	0.372011
0	0	0	0.948457	0.631274
0	0	0.08908	0	-1.75025
0	0	0	0	0
0	0	1.42825	0.1213	0.372909
-0.349533	-0.092762	0	0.797738	1.27004
-0.370123	0	-0.246461	0.778437	1.0921
0	0	0	-0.225883	-1.70241
1.46028	0.888111	0	-0.136999	-1.55986
-0.756283	-1.74629	0	0	0.557981
0	0	-0.0787643	0	0.0672266
0.161059	0	1.30561	0.0948488	0.341293
-1.48199	0.879013	0.10515	0	0
0.801954	1.5346	0	0.00154356	-0.540726
-0.214198	0	0	1.17804	0.253115
0	0	0	0.0126159	0.0450319
0.806323	-0.785348	0	0.577202	-2.21933
0.91928	-0.852329	0	0.71917	-2.57828
-0.354069	-0.553522	0	-1.29444	0
0	0	0.152915	0	0
0.137446	0	-1.19086	-0.112887	-0.232685
0	0	0	0	0
0.311553	0.4235	0	0.879195	-2.04336
0.133816	-0.091276	0	0.0863794	1.39011
0	0	0	0	1.84299
1.1287	-0.821719	0	0.700588	-2.23178
-0.480627	-0.343134	0	1.05438	0.656924
-0.701114	-0.0459385	0	0.988489	0
-1.76356	0.838632	0	0	0
0.8133	-0.185153	0	1.34442	-0.250204
0.0869165	-0.428525	0	-0.830178	0
-0.27516	0.288313	0	0.990698	0
0	0	0	-0.947122	-0.549743
0	0	-1.07816	0	-0.301219
0	0	0.00234188	0	0
0	0	-1.14393	-0.0161934	-0.301985
0.181443	0	0	0	0
1.97163	-0.666344	-0.192732	0	0
0	-0.192292	0	-1.20353	-0.311796
-1.72122	0.816508	0	0	0
-0.586242	0.171067	-0.028638	0.515796	-0.513838
0	0	0	0	0
0	0	0	0	0
0.554662	-1.14578	0	0	0
0.578778	-0.602871	0	0	-0.232305
-0.609784	-1.45752	0	0	0.494082
0	-0.286772	0	0	0
0	0.0959652	-0.147615	0	0
0	0	0	0	0
-0.272365	0.205264	0	1.17201	0
0.103509	0.0852484	0	0.151135	1.21032
0	0	0	-0.108285	1.57355
1.07864	-0.50715	0	0	-0.294776
0	-0.326376	0	-0.889609	-0.199827
0	0.136705	0.0812541	0.951323	0
1.49757	-0.703479	-0.00376005	0	0
-0.998029	0.849113	0	-1.26941	2.37823
0	-0.123109	0	0	-1.29376
1.74396	-0.520217	0.109043	0.607865	-0.23045
0	0	0.850992	-0.273116	0.600484
0	-0.434157	0	-0.886746	0.170893
0.638978	1.40398	0	0	-0.697463
0.205542	0	-0.944254	0	-0.447179
0.0417709	0	0	0	0
0	1.01884	0	0.667813	0
0.153928	0	0	0	1.38591
0	0.147337	0	0	-1.19017
-0.691243	-1.239	0	0.218522	0.0937363
0	0	0	0	0.083858
0	0	0	0	0
-0.362824	0.75168	-0.105717	0	0.415776
0.0890404	0	0	0	1.34939
-0.11587	0.399765	-0.148408	0.698407	0
-1.03382	0.541881	0	0	0.0646781
0.526707	1.18107	0	-0.073206	-0.185084
-0.444811	-1.35672	-0.0383925	0	0.452112
0	0	0.357319	-0.665109	-0.091127
0	-0.162338	0	0	0
-0.777029	-0.912309	0	0.204682	0
0.57932	-0.325	0	0	-0.239693
-0.693549	-1.00981	-0.156405	0.251936	0
0	0	0	-0.259382	0
0	0	0	0	0
0	0	-0.484352	-0.851668	-0.171227
0	-0.328376	-0.865562	-0.174233	0
-0.39553	-1.13931	0	0	0.479013
0	0	0.11026	0	0
-0.0546659	0	0.743802	0.0566628	0
0	0	0	0	0
0	0	-0.177261	0	0
0.155327	0	0	0.868884	0
-0.376522	0.410539	-0.126717	-0.916285	1.47338
0.741176	-0.289312	0	0.735121	-0.511092
0.660745	-0.382404	0	0	-0.0461101
1.04205	-0.328421	0	0	0
0	0	0	0	0.0161636
0	0	-0.00429691	-0.584548	-0.221665
0	0	0	-0.0368877	0
0	0.305244	-0.159493	0	0
0	0.101626	-0.0988143	-0.103319	0
0.446815	-0.901746	0	0	-0.229573
0	0	0	0	0
-0.364502	0	0	-0.265033	-0.791862
0	0	0.208434	0	0
0	0.681738	0	0.314834	0.357527
-0.877663	0.662244	0	-0.655875	1.32789
0	0.109118	0	-0.702151	0
0	0.141795	0	0.004071	0
0	0	0	0	0
0.705708	-0.188117	0	0	0
0	0.369005	-0.103119	0	0
-0.277478	0	0	0	0.0414701
0	0	0.128798	-0.0638297	-1.03866
0.108869	0.0139232	0.108779	0	0.965757
0	0	0	0	0
0	0	0.101981	0	0
0	0	0	-0.0106521	0
0.00515566	0	0	0	0
0	0	-0.193993	0.708092	-0.523659
0.0677995	0.266697	0	0.224432	0.730259
0	0	0	0	0.129272
0.552121	0.766673	0	-0.202217	0
0	0	0	0	-0.109699
0.244065	0	0	0	0.0505025
0	-0.208419	-0.671054	-0.0722258	0
0.962048	0	0	0	0
0	0	0	0.541486	0
-0.627163	-0.750907	0.243527	0.210875	0
0	0	0	0	0
0	0	0.02718	0.461405	0.172111
-0.0679613	0	-0.184438	0	0
0	0	-0.0306434	0	0
0	0.371738	0	0	0
0	-0.0946654	0	0	0
0.364681	0.848296	0.105651	0	-0.249938
0	0	-0.0163031	0	0
0	0	0	0	-0.119975
0.307914	0	-0.134016	0	0
0	-0.108712	0	0	0
-0.00682043	0.247727	0	0	0
0	0	0.587807	0.105954	0
0	0	0	0	0
0	0	0	0	-0.140677
0	0.0976334	0	0	0
0.0602042	0	0.0299803	0	0
0	0	0	-0.0333439	-0.0240191
0	0	0	0	0
0	0	0	0	0
-0.352747	-0.473514	-0.0318049	0	0
0	0	0	0	-0.173323
0	0	0	-0.084715	0
0.0153235	0	0	0	0
0	-0.139851	-0.125413	0	0
