"V1" "V2" "V3" "V4" "V5"
"1" -0.260195336840243 -0.640372358582339 1.29738313452814 0.0187084914948448 -0.745135579584272
"2" 0.0870721409810248 -1.16083555351843 -0.183546652039464 -0.583678275678712 -0.90545483411824
"3" 0.00684428787962393 -0.471865800006373 -0.636954823504699 -0.36709301055463 -0.290653299884981
"4" -0.124340892074348 0.790379812153258 -0.237616930470792 -2.69761176130045 0.196236342889086
"5" -0.428103777879604 -0.0131316379843278 0.597464972685518 -0.0131327882165417 0.823012490136281
"6" -0.0276169204758454 -0.94010504729344 0.0279930460588447 1.98185946528257 -0.614790691289604
"7" 0.279240950536898 -0.228859542109243 -0.721707740684369 0.697555326678882 0.345809747493075
"8" -0.196457536044651 0.218561255455799 -0.230387534775662 -1.4287302093547 -1.27721799073725
"9" 0.261268370055033 -0.538358224493731 1.51876944950645 0.363880633463398 -0.395051320117577
"10" 0.891111710603503 -0.351065954968806 0.983987675739897 -0.348683315221487 0.158654977974222
